transcript,moduleColor,cluster_id
AT1G80030.1,yellow,8A
AT1G80030.2,yellow,8A
AT1G80030.3,yellow,8A
AT1G80050.1,yellow,8A
AT1G80380.2,yellow,8A
AT2G01100.2,yellow,8A
AT2G01660.1,yellow,8A
AT2G02150.1,yellow,8A
AT2G02850.1,yellow,8A
AT2G04039.1,yellow,8A
AT2G05632.1,yellow,8A
AT2G09230.1,yellow,8A
AT2G11890.1,yellow,8A
AT2G14520.1,yellow,8A
AT2G14660.1,yellow,8A
AT2G15620.1,yellow,8A
AT2G16500.1,yellow,8A
AT2G16890.2,yellow,8A
AT2G16940.4,yellow,8A
AT2G17580.1,yellow,8A
AT2G18120.1,yellow,8A
AT2G19480.1,yellow,8A
AT2G19640.2,yellow,8A
AT2G21330.1,yellow,8A
AT2G21340.1,yellow,8A
AT2G21385.1,yellow,8A
AT2G22100.1,yellow,8A
AT2G22360.1,yellow,8A
AT2G23420.1,yellow,8A
AT2G24190.1,yellow,8A
AT2G24570.1,yellow,8A
AT2G25530.1,yellow,8A
AT2G25680.1,yellow,8A
AT2G26080.1,yellow,8A
AT2G26170.1,yellow,8A
AT2G26180.1,yellow,8A
AT2G27090.1,yellow,8A
AT2G27420.1,yellow,8A
AT2G27470.1,yellow,8A
AT2G28320.1,yellow,8A
AT2G28880.1,yellow,8A
AT2G30100.1,yellow,8A
AT2G30490.1,yellow,8A
AT2G31370.6,yellow,8A
AT2G31450.1,yellow,8A
AT2G32500.2,yellow,8A
AT2G32530.1,yellow,8A
AT2G32540.1,yellow,8A
AT2G32640.1,yellow,8A
AT2G32640.2,yellow,8A
AT2G32940.1,yellow,8A
AT2G32950.1,yellow,8A
AT2G32960.1,yellow,8A
AT2G33530.1,yellow,8A
AT2G33847.1,yellow,8A
AT2G34150.2,yellow,8A
AT2G34660.2,yellow,8A
AT2G35660.2,yellow,8A
AT2G35720.1,yellow,8A
AT2G35860.1,yellow,8A
AT2G36580.1,yellow,8A
AT2G36590.1,yellow,8A
AT2G36870.1,yellow,8A
AT2G36880.1,yellow,8A
AT2G36895.2,yellow,8A
AT2G37040.1,yellow,8A
AT2G37240.1,yellow,8A
AT2G37250.1,yellow,8A
AT2G37260.1,yellow,8A
AT2G37770.2,yellow,8A
AT2G37860.3,yellow,8A
AT2G37970.1,yellow,8A
AT2G38170.1,yellow,8A
AT2G38185.1,yellow,8A
AT2G38210.1,yellow,8A
AT2G38280.1,yellow,8A
AT2G38695.1,yellow,8A
AT2G39681.1,yellow,8A
AT2G40020.3,yellow,8A
AT2G40360.2,yellow,8A
AT2G40460.1,yellow,8A
AT2G40711.1,yellow,8A
AT2G40770.1,yellow,8A
AT2G41010.1,yellow,8A
AT2G41040.1,yellow,8A
AT2G41120.1,yellow,8A
AT2G41140.1,yellow,8A
AT2G41330.1,yellow,8A
AT2G41660.1,yellow,8A
AT2G43120.1,yellow,8A
AT2G43340.1,yellow,8A
AT2G44160.1,yellow,8A
AT2G44670.1,yellow,8A
AT2G45300.4,yellow,8A
AT2G45440.1,yellow,8A
AT2G45680.1,yellow,8A
AT2G45685.1,yellow,8A
AT2G45950.1,yellow,8A
AT2G46570.1,yellow,8A
AT2G46630.1,yellow,8A
AT2G46915.1,yellow,8A
AT2G47370.1,yellow,8A
AT3G01120.1,yellow,8A
AT3G01210.1,yellow,8A
AT3G01500.1,yellow,8A
AT3G01820.1,yellow,8A
AT3G02020.1,yellow,8A
AT3G02290.4,yellow,8A
AT3G03350.2,yellow,8A
AT3G03450.1,yellow,8A
AT3G03770.1,yellow,8A
AT3G03900.1,yellow,8A
AT3G04590.2,yellow,8A
AT3G04870.4,yellow,8A
AT3G05345.1,yellow,8A
AT3G05560.3,yellow,8A
AT3G06125.3,yellow,8A
AT3G06350.1,yellow,8A
AT3G06370.3,yellow,8A
AT3G06550.3,yellow,8A
AT3G07700.1,yellow,8A
AT3G07860.1,yellow,8A
AT3G07925.1,yellow,8A
AT3G08040.1,yellow,8A
AT3G09820.1,yellow,8A
AT3G09905.1,yellow,8A
AT3G11220.1,yellow,8A
AT3G12340.1,yellow,8A
AT3G12970.1,yellow,8A
AT3G13070.1,yellow,8A
AT3G13110.1,yellow,8A
AT3G13790.1,yellow,8A
AT3G13930.1,yellow,8A
AT3G14400.1,yellow,8A
AT3G15020.1,yellow,8A
AT3G15354.2,yellow,8A
AT3G15354.3,yellow,8A
AT3G15354.4,yellow,8A
AT3G15520.2,yellow,8A
AT3G15680.1,yellow,8A
AT3G15790.2,yellow,8A
AT3G15880.1,yellow,8A
AT3G16330.1,yellow,8A
AT3G16340.1,yellow,8A
AT3G17185.1,yellow,8A
AT3G17609.2,yellow,8A
AT3G17609.4,yellow,8A
AT3G17840.1,yellow,8A
AT3G18010.1,yellow,8A
AT3G19450.1,yellow,8A
AT3G20390.2,yellow,8A
AT3G20860.1,yellow,8A
AT3G21140.1,yellow,8A
AT3G21390.1,yellow,8A
AT3G21560.1,yellow,8A
AT3G21690.1,yellow,8A
AT3G21870.1,yellow,8A
AT3G22550.1,yellow,8A
AT3G22810.1,yellow,8A
AT3G23210.1,yellow,8A
AT3G23530.1,yellow,8A
AT3G23580.1,yellow,8A
AT3G24010.1,yellow,8A
AT3G24190.1,yellow,8A
AT3G24320.1,yellow,8A
AT3G24520.1,yellow,8A
AT3G25230.1,yellow,8A
AT3G25590.1,yellow,8A
AT3G26950.1,yellow,8A
AT3G26960.1,yellow,8A
AT3G27110.1,yellow,8A
AT3G27350.1,yellow,8A
AT3G28220.1,yellow,8A
AT3G28270.2,yellow,8A
AT3G29200.1,yellow,8A
AT3G29390.2,yellow,8A
AT3G29590.1,yellow,8A
AT3G43580.1,yellow,8A
AT3G44635.1,yellow,8A
AT3G44970.1,yellow,8A
AT3G45010.1,yellow,8A
AT3G46130.2,yellow,8A
AT3G46450.1,yellow,8A
AT3G46950.1,yellow,8A
AT3G47080.1,yellow,8A
AT3G47690.1,yellow,8A
AT3G48310.1,yellow,8A
AT3G48320.1,yellow,8A
AT3G48420.1,yellow,8A
AT3G48460.1,yellow,8A
AT3G49420.1,yellow,8A
AT3G50570.2,yellow,8A
AT3G50860.1,yellow,8A
AT3G51238.1,yellow,8A
AT3G51240.1,yellow,8A
AT3G51240.2,yellow,8A
AT3G51320.1,yellow,8A
AT3G51750.1,yellow,8A
AT3G51780.1,yellow,8A
AT3G51820.1,yellow,8A
AT3G52360.1,yellow,8A
AT3G52370.1,yellow,8A
AT3G52870.1,yellow,8A
AT3G52920.1,yellow,8A
AT3G52920.2,yellow,8A
AT3G52950.1,yellow,8A
AT3G53260.1,yellow,8A
AT3G54220.1,yellow,8A
AT3G54990.1,yellow,8A
AT3G55040.1,yellow,8A
AT3G55110.1,yellow,8A
AT3G55120.1,yellow,8A
AT3G55800.1,yellow,8A
AT3G56160.3,yellow,8A
AT3G56290.1,yellow,8A
AT3G56370.1,yellow,8A
AT3G57920.1,yellow,8A
AT3G59050.1,yellow,8A
AT3G59140.1,yellow,8A
AT3G59760.3,yellow,8A
AT3G60080.1,yellow,8A
AT3G60910.1,yellow,8A
AT3G61220.1,yellow,8A
AT3G61870.1,yellow,8A
AT3G62260.1,yellow,8A
AT3G63110.1,yellow,8A
AT4G00026.1,yellow,8A
AT4G00050.1,yellow,8A
AT4G00480.1,yellow,8A
AT4G00650.1,yellow,8A
AT4G01070.1,yellow,8A
AT4G01080.1,yellow,8A
AT4G01280.2,yellow,8A
AT4G02630.1,yellow,8A
AT4G02940.1,yellow,8A
AT4G03260.1,yellow,8A
AT4G04020.1,yellow,8A
AT4G04890.1,yellow,8A
AT4G09180.1,yellow,8A
AT4G09350.1,yellow,8A
AT4G09820.1,yellow,8A
AT4G10955.1,yellow,8A
AT4G11790.1,yellow,8A
AT4G12000.1,yellow,8A
AT4G12390.1,yellow,8A
AT4G13050.1,yellow,8A
AT4G13930.1,yellow,8A
AT4G14090.1,yellow,8A
AT4G14240.1,yellow,8A
AT4G14440.1,yellow,8A
AT4G14510.1,yellow,8A
AT4G15530.1,yellow,8A
AT4G15530.4,yellow,8A
AT4G15620.1,yellow,8A
AT4G16140.1,yellow,8A
AT4G16690.1,yellow,8A
AT4G17840.1,yellow,8A
AT4G17880.1,yellow,8A
AT4G18810.1,yellow,8A
AT4G19230.1,yellow,8A
AT4G19450.1,yellow,8A
AT4G19600.1,yellow,8A
AT4G20170.1,yellow,8A
AT4G21940.1,yellow,8A
AT4G22730.1,yellow,8A
AT4G22755.1,yellow,8A
AT4G22880.2,yellow,8A
AT4G23250.1,yellow,8A
AT4G23430.2,yellow,8A
AT4G23750.1,yellow,8A
AT4G23940.1,yellow,8A
AT4G23990.1,yellow,8A
AT4G24010.1,yellow,8A
AT4G25290.1,yellow,8A
AT4G25450.1,yellow,8A
AT4G26850.1,yellow,8A
AT4G26860.1,yellow,8A
AT4G27030.1,yellow,8A
AT4G27520.1,yellow,8A
AT4G27595.1,yellow,8A
AT4G27657.1,yellow,8A
AT4G27680.1,yellow,8A
AT4G27940.1,yellow,8A
AT4G28080.1,yellow,8A
AT4G28250.1,yellow,8A
AT4G28660.1,yellow,8A
AT4G28680.4,yellow,8A
AT4G30470.1,yellow,8A
AT4G31310.1,yellow,8A
AT4G31390.1,yellow,8A
AT4G32400.1,yellow,8A
AT4G32710.1,yellow,8A
AT4G32770.1,yellow,8A
AT4G32870.1,yellow,8A
AT4G32920.1,yellow,8A
AT4G34090.1,yellow,8A
AT4G34240.1,yellow,8A
AT4G34610.1,yellow,8A
AT4G35040.2,yellow,8A
AT4G35090.1,yellow,8A
AT4G35090.2,yellow,8A
AT4G35270.2,yellow,8A
AT4G35320.1,yellow,8A
AT4G35640.1,yellow,8A
AT4G35950.1,yellow,8A
AT4G36360.1,yellow,8A
AT4G36580.1,yellow,8A
AT4G36640.1,yellow,8A
AT4G36830.1,yellow,8A
AT4G37080.3,yellow,8A
AT4G37460.1,yellow,8A
AT4G37560.1,yellow,8A
AT4G37790.1,yellow,8A
AT4G37810.1,yellow,8A
AT4G37930.1,yellow,8A
AT4G38620.1,yellow,8A
AT4G38950.1,yellow,8A
AT4G39280.1,yellow,8A
AT4G39330.1,yellow,8A
AT4G39366.1,yellow,8A
AT4G39540.2,yellow,8A
AT4G39800.1,yellow,8A
AT4G39960.1,yellow,8A
AT5G01260.3,yellow,8A
AT5G01270.1,yellow,8A
AT5G01340.1,yellow,8A
AT5G01375.1,yellow,8A
AT5G01840.1,yellow,8A
AT5G02270.1,yellow,8A
AT5G02830.1,yellow,8A
AT5G03560.1,yellow,8A
AT5G03650.1,yellow,8A
AT5G03670.1,yellow,8A
AT5G04440.2,yellow,8A
AT5G05270.1,yellow,8A
AT5G05470.1,yellow,8A
AT5G06385.1,yellow,8A
AT5G06530.1,yellow,8A
AT5G07690.1,yellow,8A
AT5G07985.1,yellow,8A
AT5G07990.1,yellow,8A
AT5G08110.3,yellow,8A
AT5G08640.1,yellow,8A
AT5G08650.1,yellow,8A
AT5G08720.1,yellow,8A
AT5G09590.1,yellow,8A
AT5G09870.1,yellow,8A
AT5G10470.1,yellow,8A
AT5G12110.1,yellow,8A
AT5G12150.1,yellow,8A
AT5G13000.1,yellow,8A
AT5G13110.1,yellow,8A
AT5G13280.1,yellow,8A
AT5G13920.1,yellow,8A
AT5G13930.1,yellow,8A
AT5G14040.1,yellow,8A
AT5G14640.1,yellow,8A
AT5G14700.1,yellow,8A
AT5G14760.1,yellow,8A
AT5G14880.1,yellow,8A
AT5G15450.1,yellow,8A
AT5G15740.1,yellow,8A
AT5G17000.1,yellow,8A
AT5G17050.1,yellow,8A
AT5G17220.1,yellow,8A
AT5G17230.1,yellow,8A
AT5G17310.2,yellow,8A
AT5G17510.2,yellow,8A
AT5G17570.1,yellow,8A
AT5G17600.1,yellow,8A
AT5G17660.1,yellow,8A
AT5G19260.1,yellow,8A
AT5G19390.2,yellow,8A
AT5G19730.1,yellow,8A
AT5G19850.1,yellow,8A
AT5G19875.1,yellow,8A
AT5G20070.1,yellow,8A
AT5G20220.1,yellow,8A
AT5G20360.1,yellow,8A
AT5G20540.1,yellow,8A
AT5G20670.1,yellow,8A
AT5G21100.1,yellow,8A
AT5G21326.1,yellow,8A
AT5G21482.1,yellow,8A
AT5G22090.1,yellow,8A
AT5G22640.1,yellow,8A
AT5G22800.1,yellow,8A
AT5G23020.1,yellow,8A
AT5G23760.1,yellow,8A
AT5G24000.1,yellow,8A
AT5G24150.1,yellow,8A
AT5G24380.1,yellow,8A
AT5G24660.1,yellow,8A
AT5G24760.1,yellow,8A
AT5G24850.1,yellow,8A
AT5G24870.1,yellow,8A
AT5G25120.1,yellow,8A
AT5G25220.1,yellow,8A
AT5G26790.1,yellow,8A
AT5G26820.1,yellow,8A
AT5G35220.1,yellow,8A
AT5G35630.1,yellow,8A
AT5G35630.2,yellow,8A
AT5G37020.1,yellow,8A
AT5G37290.1,yellow,8A
AT5G37680.1,yellow,8A
AT5G38430.1,yellow,8A
AT5G40850.3,yellow,8A
AT5G41060.1,yellow,8A
AT5G41670.1,yellow,8A
AT5G42060.1,yellow,8A
AT5G42150.1,yellow,8A
AT5G42390.1,yellow,8A
AT5G42670.1,yellow,8A
AT5G42740.1,yellow,8A
AT5G42760.1,yellow,8A
AT5G42760.2,yellow,8A
AT5G42800.1,yellow,8A
AT5G42990.1,yellow,8A
AT5G43720.1,yellow,8A
AT5G43745.1,yellow,8A
AT5G43850.1,yellow,8A
AT5G44110.1,yellow,8A
AT5G45170.1,yellow,8A
AT5G45850.1,yellow,8A
AT5G46100.1,yellow,8A
AT5G47050.1,yellow,8A
AT5G47380.4,yellow,8A
AT5G47540.1,yellow,8A
AT5G48030.1,yellow,8A
AT5G48300.1,yellow,8A
AT5G48790.1,yellow,8A
AT5G48880.1,yellow,8A
AT5G49220.1,yellow,8A
AT5G49390.1,yellow,8A
AT5G49480.1,yellow,8A
AT5G49910.1,yellow,8A
AT5G50210.1,yellow,8A
AT5G50915.1,yellow,8A
AT5G51080.2,yellow,8A
AT5G52030.1,yellow,8A
AT5G52420.1,yellow,8A
AT5G52830.1,yellow,8A
AT5G53170.1,yellow,8A
AT5G53200.1,yellow,8A
AT5G53580.1,yellow,8A
AT5G53970.1,yellow,8A
AT5G54060.1,yellow,8A
AT5G55070.1,yellow,8A
AT5G55580.1,yellow,8A
AT5G55760.1,yellow,8A
AT5G56460.1,yellow,8A
AT5G56500.2,yellow,8A
AT5G56740.1,yellow,8A
AT5G56790.1,yellow,8A
AT5G56850.1,yellow,8A
AT5G56850.2,yellow,8A
AT5G56850.3,yellow,8A
AT5G56850.8,yellow,8A
AT5G57030.1,yellow,8A
AT5G57960.1,yellow,8A
AT5G58120.1,yellow,8A
AT5G58160.1,yellow,8A
AT5G58270.1,yellow,8A
AT5G58330.1,yellow,8A
AT5G58760.1,yellow,8A
AT5G59480.1,yellow,8A
AT5G59740.1,yellow,8A
AT5G59770.1,yellow,8A
AT5G59790.1,yellow,8A
AT5G60170.2,yellow,8A
AT5G60790.1,yellow,8A
AT5G61350.1,yellow,8A
AT5G61420.2,yellow,8A
AT5G61770.1,yellow,8A
AT5G61960.1,yellow,8A
AT5G62130.1,yellow,8A
AT5G62500.1,yellow,8A
AT5G62790.1,yellow,8A
AT5G63060.1,yellow,8A
AT5G63160.1,yellow,8A
AT5G63460.1,yellow,8A
AT5G63530.1,yellow,8A
AT5G64700.1,yellow,8A
AT5G65010.1,yellow,8A
AT5G66120.2,yellow,8A
AT5G67150.1,yellow,8A
AT5G67300.1,yellow,8A
AT5G67330.1,yellow,8A
AT5G67350.1,yellow,8A
AT5G67370.1,yellow,8A
AT5G67385.3,yellow,8A
AT1G11300.1,grey,9A
AT2G34170.1,grey,9A
AT2G42510.6,grey,9A
AT3G07630.2,grey,9A
AT3G57050.5,grey,9A
AT4G01590.2,grey,9A
AT4G21520.2,grey,9A
AT4G28160.1,grey,9A
AT5G18380.3,grey,9A
AT5G27950.1,grey,9A
AT5G43820.1,grey,9A
